"Driver Name","Race Class","Qual Result Laps","Qual Result Time","Race Result Laps","Race Results Time","Round or Leg","Race Lap Time","Race Lap Number","Race Date"
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","6","131.77","H1","16.03",1,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","6","131.77","H1","19.53",2,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","6","131.77","H1","32.61",3,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","6","131.77","H1","19.49",4,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","6","131.77","H1","23.58",5,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","6","131.77","H1","20.53",6,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","14.05",1,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","15.28",2,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","15.40",3,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","14.75",4,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","17.32",5,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","18.35",6,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","22.03",7,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","20.99",8,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","15.89",9,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","18.38",10,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","15.15",11,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","17.79",12,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","13","268.13","H2","62.75",13,2018-04-30
"Tony 'Two Wheel' Telford","Touring Car","18","305.38","17","306.96","H3","16.86",1,2018-04-30
