"Driver Name","Race Class","Qual Result Laps","Qual Result Time","Race Result Laps","Race Results Time","Round or Leg","Race Lap Time","Race Lap Number","Race Date"
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","13.76",1,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","17.80",2,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","36.48",3,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","17.10",4,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","18.86",5,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","18.89",6,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","28.98",7,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","19.55",8,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","21.45",9,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","22.97",10,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","14.58",11,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","15.37",12,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","19.42",13,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","20.78",14,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","15","300.62","F1","14.63",15,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","13.44",1,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","14.24",2,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","14.50",3,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","14.54",4,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","69.52",5,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","55.01",6,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","18.87",7,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","15.48",8,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","16.49",9,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","15.89",10,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","15.86",11,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","17.51",12,2018-06-25
"Tony 'Two Wheel' Telford","Touring Car","17","312.05","13","297.57","F2","16.22",13,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","12.72",1,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","14.22",2,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","13.62",3,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","13.47",4,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","13.38",5,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","13.85",6,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","13.37",7,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","13.22",8,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","13.29",9,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","13.65",10,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","13.84",11,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","15.80",12,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","12.93",13,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","14.00",14,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","17.79",15,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","14.42",16,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","19.87",17,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","13.35",18,2018-06-25
"Ian 'Bunny Boiler' Watson","Touring Car","22","303.09","21","302.60","F1","19.92",19,2018-06-25
