"Driver Name","Race Class","Qual Result Laps","Qual Result Time","Race Result Laps","Race Results Time","Round or Leg","Race Lap Time","Race Lap Number","Race Date"
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","15.04",1,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","19.21",2,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","23.33",3,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","19.90",4,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","22.88",5,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","20.68",6,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","21.97",7,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","19.14",8,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","29.58",9,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","23.53",10,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","14.73",11,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","17.28",12,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","22.11",13,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","19.05",14,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","15","303.66","H4","15.23",15,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","1","16.14","H3","16.14",1,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","13","298.76","H1","19.18",1,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","13","298.76","H1","24.28",2,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","13","298.76","H1","27.20",3,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","13","298.76","H1","19.74",4,2018-03-12
"Tony 'Two Wheel' Telford","Touring Car","15","303.66","13","298.76","H1","18.71",5,2018-03-12
