"Driver Name","Race Class","Qual Result Laps","Qual Result Time","Race Result Laps","Race Results Time","Round or Leg","Race Lap Time","Race Lap Number","Race Date"
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","14.98",1,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","17.08",2,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","13.85",3,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.85",4,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.47",5,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","13.00",6,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.29",7,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.44",8,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","13.04",9,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","13.63",10,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.53",11,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.32",12,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.19",13,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.38",14,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.46",15,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.20",16,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.65",17,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","19.82",18,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","11.90",19,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.03",20,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.30",21,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","13.50",22,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","23","303.95","F1","12.04",23,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","10.96",1,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.75",2,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","13.48",3,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.96",4,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.40",5,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","14.84",6,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.19",7,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.40",8,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.28",9,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","13.07",10,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","13.26",11,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.45",12,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.12",13,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","18.22",14,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.12",15,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.39",16,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.54",17,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","13.74",18,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.29",19,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.00",20,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.39",21,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.40",22,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","11.59",23,2018-08-06
"'Daddy Dave' Dunn",4wd,"23","304.58","24","307.11","F2","12.27",24,2018-08-06
"Matthew Scowen",2wd," 6","299.33","5","281.29","F1","69.78*",1,2018-08-06
"Matthew Scowen",2wd," 6","299.33","5","281.29","F1","34.79",2,2018-08-06
"Matthew Scowen",2wd," 6","299.33","5","281.29","F1","59.09",3,2018-08-06
"Matthew Scowen",2wd," 6","299.33","5","281.29","F1","62.22",4,2018-08-06
"Matthew Scowen",2wd," 6","299.33","5","281.29","F1","55.41",5,2018-08-06
"Matthew Scowen",2wd," 6","299.33","7","276.20","F2","40.25",1,2018-08-06
"Matthew Scowen",2wd," 6","299.33","7","276.20","F2","75.74",2,2018-08-06
"Matthew Scowen",2wd," 6","299.33","7","276.20","F2","26.18",3,2018-08-06
"Matthew Scowen",2wd," 6","299.33","7","276.20","F2","16.87",4,2018-08-06
"Matthew Scowen",2wd," 6","299.33","7","276.20","F2","31.77",5,2018-08-06
"Matthew Scowen",2wd," 6","299.33","7","276.20","F2","32.26",6,2018-08-06
"Matthew Scowen",2wd," 6","299.33","7","276.20","F2","53.13",7,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","14.23",1,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","14.12",2,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","16.82",3,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","16.07",4,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","17.15",5,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","17.57",6,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","14.32",7,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","13.69",8,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","14.10",9,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","14.01",10,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","16.74",11,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","14.95",12,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","13.89",13,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","14.13",14,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","14.31",15,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","13.82",16,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","13.45",17,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","13.79",18,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","14.93",19,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","14.48",20,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","21","310.41","F2","13.84",21,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","12.87",1,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","20.74",2,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","14.42",3,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","13.95",4,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","15.15",5,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","14.07",6,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","17.26",7,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","21.32",8,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","14.19",9,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","14.85",10,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","20.71",11,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","14.53",12,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","13.70",13,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","13.82",14,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","15.10",15,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","13.41",16,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","13.55",17,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","13.98",18,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","16.62",19,2018-08-06
"Gary 'The Yank' Wilkinson",2wd,"21","311.85","20","311.17","F1","16.93",20,2018-08-06
"Jamie 'Air Cooled' Stewart",4wd,"22","312.47","22","308.90","F1","11.93",1,2018-08-06
"Jamie 'Air Cooled' Stewart",4wd,"22","312.47","22","308.90","F1","12.84",2,2018-08-06
"Jamie 'Air Cooled' Stewart",4wd,"22","312.47","22","308.90","F1","13.87",3,2018-08-06
"Jamie 'Air Cooled' Stewart",4wd,"22","312.47","22","308.90","F1","14.29",4,2018-08-06
"Jamie 'Air Cooled' Stewart",4wd,"22","312.47","22","308.90","F1","13.45",5,2018-08-06
"Jamie 'Air Cooled' Stewart",4wd,"22","312.47","22","308.90","F1","13.45",6,2018-08-06
"Jamie 'Air Cooled' Stewart",4wd,"22","312.47","22","308.90","F1","13.29",7,2018-08-06
"Jamie 'Air Cooled' Stewart",4wd,"22","312.47","22","308.90","F1","13.43",8,2018-08-06
"Jamie 'Air Cooled' Stewart",4wd,"22","312.47","22","308.90","F1","18.62",9,2018-08-06
"Jamie 'Air Cooled' Stewart",4wd,"22","312.47","22","308.90","F1","12.61",10,2018-08-06
