Driver Name,Race Class,Qual Result Laps,Qual Result Time,Race Result Laps,Race Results Time,Round or Leg,Race Lap Time,Race Lap Number,Race Date
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,11.96,1,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,19.78,2,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,15.8,3,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,18.84,4,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,14.19,5,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,22.91,6,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,15.98,7,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,16.41,8,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,15.79,9,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,14.7,10,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,14.76,11,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,18.52,12,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,18.54,13,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,16.01,14,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,14.45,15,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,14.4,16,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,15.06,17,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,18,301.08,F1,22.98,18,19/02/2018
Tony 'Two Wheel' Telford,Touring Car,18,313.66,17,302.07,F2,11.64,1,19/02/2018
