Driver Name,Race Class,Qual Result Laps,Qual Result Time,Race Result Laps,Race Results Time,Round or Leg,Race Lap Time,Race Lap Number,Race Date
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,13.97,1,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,20.68,2,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,19.63,3,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,22.78,4,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,21.42,5,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,22.83,6,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,70.48,7,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,16.6,8,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,19.47,9,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,19.65,10,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,23.01,11,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,19.89,12,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,13,314.91,F1,24.5,13,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,17.93,1,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,19.4,2,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,22.58,3,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,22.99,4,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,18.49,5,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,16.1,6,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,24.89,7,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,27.79,8,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,17.35,9,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,14.51,10,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,29.06,11,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,17.13,12,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,23.47,13,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,18.85,14,12/03/2018
Tony 'Two Wheel' Telford,Touring Car,15,303.66,15,316.12,F2,25.58,15,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,12.39,1,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,13.75,2,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,19.34,3,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,14.04,4,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,14.17,5,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,13.42,6,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,13.72,7,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,15.79,8,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,14.57,9,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,15.25,10,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,13.4,11,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,13.96,12,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,14.12,13,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,14,14,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,13.67,15,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,13.3,16,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,16.43,17,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,13.8,18,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,13.16,19,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,13.38,20,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,21,300.11,F1,14.45,21,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,11.98,1,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,14.02,2,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,13.28,3,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,15.14,4,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,13.27,5,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,20.96,6,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,16.47,7,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,13.15,8,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,14.51,9,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,12.85,10,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,14.09,11,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,12.76,12,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,13.01,13,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,13.87,14,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,12.47,15,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,16.79,16,12/03/2018
Ian 'Bunny Boiler' Watson,Touring Car,22,313.02,22,312.14,F2,18.26,17,12/03/2018
